Route ID,Departure City,Arrival City,Departure Time,Arrival Time,Train Type,Days of Operation,First Class ticket rate (in euro),Second Class ticket rate (in euro)
R02643,Szeged,Pécs,11:25,12:47,Frecciarossa,Fri-Sun,84,52
R02646,Tampere,Helsinki,18:15,20:21,TGV,Fri-Sun,88,57
R02647,Tampere,Helsinki,18:30,22:00,RegioExpress,"Mon,Wed,Fri",54,45
R02654,Tampere,Stavanger,15:15,19:36,InterCity,"Mon,Wed,Fri",84,55
R02659,Tampere,Turku,12:05,14:51,ICE,"Mon,Wed,Fri",120,73
R02661,Taranto,Bari,15:30,16:57,Italo,Mon-Fri,61,43
R02664,Taranto,Brindisi,18:40,22:49,RegioExpress,"Tue,Thu",74,57
R02667,Taranto,Messina,05:20,07:08,Intercités,Sat-Sun,44,31
R02676,Terni,L'Aquila,21:45,08:58 (+1d),Nightjet,Daily,384,210
R02678,Terni,Naples,15:55,20:47,RegioExpress,Sat-Sun,64,47
R02679,Terni,Naples,06:45,09:54,InterCity,Sat-Sun,70,49
R02681,Terni,Rome,12:20,15:27,RE,Fri-Sun,51,40
R02685,The Hague,Eindhoven,12:10,14:04,ICE,Daily,71,45
R02689,The Hague,Rotterdam,15:30,17:02,ICE,"Mon,Wed,Fri",61,37
R02691,The Hague,Utrecht,07:00,09:42,TGV,"Mon,Wed,Fri",95,69
R02693,Thessaloniki,Sofia,19:45,23:00,TGV,Fri-Sun,122,81
R02696,Timișoara,Brașov,09:40,12:19,InterCity,Daily,44,33
R02697,Timișoara,Brașov,14:15,17:06,ICE,Sat-Sun,104,63
R02699,Timișoara,Cluj-Napoca,07:05,10:58,InterCity,"Mon,Wed,Fri",94,72
R02700,Timișoara,Iași,10:15,14:02,IC,Fri-Sun,97,68
R02710,Toledo,Madrid,09:10,11:03,Frecciarossa,Fri-Sun,62,46
R02714,Toledo,Salamanca,19:45,22:33,Railjet,Fri-Sun,74,48
R02716,Toledo,Valencia,16:05,18:19,Eurostar,"Tue,Thu",81,56
R02718,Toulouse,Barcelona,17:55,19:48,RegioExpress,Mon-Fri,29,23
R02721,Tours,Angers,10:40,13:46,Frecciarossa,Mon-Fri,140,90
R02722,Tours,Angers,19:55,21:33,Railjet,Fri-Sun,54,37
R02724,Tours,Bordeaux,15:45,16:43,TGV,Daily,54,40
R02725,Tours,Bordeaux,12:25,14:08,Intercités,"Mon,Wed,Fri",44,33
R02731,Tours,Poitiers,14:45,17:23,InterCity,Sat-Sun,57,41
R02733,Trento,Bologna,18:40,22:33,RJX,Sat-Sun,129,81
R02734,Trento,Bologna,17:45,20:12,EuroCity,Sat-Sun,52,34
R02737,Trento,Bolzano,14:15,17:37,EuroCity,Sat-Sun,97,71
R02738,Trento,Bolzano,07:20,09:06,AVE,Mon-Fri,79,54
R02741,Trento,Padua,18:10,21:18,Intercités,Fri-Sun,61,41
R02742,Trento,Venice,18:00,20:58,Italo,Fri-Sun,98,63
R02745,Trieste,Ljubljana,15:05,18:08,InterCity,Mon-Fri,67,46
R02747,Trieste,Venice,16:35,18:47,Frecciarossa,"Tue,Thu",73,48
R02748,Trieste,Venice,05:00,10:00,TER,Fri-Sun,60,48
R02755,Trondheim,Drammen,05:55,07:44,Intercités,Daily,34,23
R02759,Trondheim,Oslo,05:35,07:30,ICE,Sat-Sun,54,38
R02763,Trondheim,Stavanger,12:45,15:58,TER,Sat-Sun,49,36
R02765,Turin,Como,12:30,15:22,EuroCity,"Mon,Wed,Fri",76,52
R02768,Turin,Milan,05:55,07:15,Italo,"Mon,Wed,Fri",41,28
R02774,Turku,Oulu,10:15,12:28,ICE,"Tue,Thu",68,51
R02778,Turku,Tampere,07:00,12:02,RegioExpress,Mon-Fri,58,48
R02779,Turku,Tampere,17:40,20:55,Thalys,"Tue,Thu",97,65
R02783,Uppsala,Stockholm,09:40,12:30,AVE,"Mon,Wed,Fri",111,70
R02787,Uppsala,Västerås,18:30,05:19 (+1d),Nightjet,Mon-Fri,296,184
R02788,Uppsala,Västerås,12:05,14:49,Italo,"Mon,Wed,Fri",98,61
R02790,Uppsala,Örebro,18:05,01:11 (+1d),Nightjet,Daily,268,138
R02793,Utrecht,Amsterdam,09:35,13:26,RE,Fri-Sun,73,57
R02795,Utrecht,Eindhoven,16:10,19:21,Frecciarossa,Fri-Sun,78,54
R02796,Utrecht,Eindhoven,10:00,12:49,Italo,Mon-Fri,85,62
R02800,Utrecht,The Hague,07:00,08:58,IC,Mon-Fri,44,31
R02801,Utrecht,The Hague,09:55,11:00,Railjet,Daily,51,33
R02803,Valencia,Alicante,12:55,14:53,RegioExpress,Mon-Fri,24,18
R02810,Valencia,Murcia,11:25,14:49,InterCity,Sat-Sun,83,58
R02812,Valencia,Toledo,08:50,10:20,ICE,"Tue,Thu",62,44
R02815,Valladolid,Burgos,13:45,15:15,Thalys,"Mon,Wed,Fri",82,57
R02816,Valladolid,Burgos,21:35,07:19 (+1d),Nightjet,Sat-Sun,273,175
R02818,Valladolid,Logroño,07:05,09:21,Italo,"Tue,Thu",76,51
R02820,Valladolid,Madrid,15:55,19:52,RegioExpress,"Tue,Thu",64,47
R02821,Valladolid,Madrid,15:45,17:10,Railjet,"Mon,Wed,Fri",52,36
R02824,Valladolid,Salamanca,12:25,15:10,Eurostar,Fri-Sun,75,53
R02827,Varna,Bucharest,19:10,20:26,Thalys,Mon-Fri,56,40
R02830,Varna,Burgas,07:40,10:33,Railjet,Daily,85,62
R02834,Varna,Plovdiv,10:15,13:47,InterCity,Fri-Sun,56,40
R02835,Varna,Sofia,09:15,11:10,Eurostar,"Mon,Wed,Fri",70,44
R02839,Venice,Bolzano,05:35,08:00,Italo,Mon-Fri,81,58
R02845,Venice,Padua,19:35,06:02 (+1d),Nightjet,Daily,385,219
R02846,Venice,Padua,14:25,17:38,Railjet,Fri-Sun,77,51
R02848,Venice,Trento,21:20,05:52 (+1d),Nightjet,Mon-Fri,284,185
R02849,Venice,Trento,18:05,20:58,TGV,"Tue,Thu",109,77
R02851,Venice,Trieste,15:00,18:21,IC,Sat-Sun,81,58
R02856,Venice,Vicenza,09:35,12:16,RE,Daily,36,30
R02858,Verona,Bergamo,12:00,14:22,AVE,"Tue,Thu",79,58
R02861,Verona,Brescia,14:50,18:58,InterCity,Daily,87,59
R02864,Verona,Padua,13:25,16:51,EuroCity,Sat-Sun,64,47
R02867,Verona,Vicenza,08:45,11:38,Thalys,Fri-Sun,80,54
R02868,Verona,Vicenza,16:40,18:08,Eurostar,"Tue,Thu",48,30
R02870,Versailles,Amiens,15:50,18:22,EuroCity,Sat-Sun,67,45
R02871,Versailles,Amiens,11:40,14:31,RJX,"Mon,Wed,Fri",86,59
R02874,Versailles,Besançon,12:05,14:56,Railjet,Sat-Sun,99,62
R02878,Versailles,Paris,13:25,16:12,ICE,"Mon,Wed,Fri",101,64
R02880,Versailles,Rouen,14:00,18:14,RegioExpress,Daily,44,34
R02883,Vicenza,Brescia,08:40,11:20,Frecciarossa,Daily,103,73
R02884,Vicenza,Brescia,12:25,16:28,IC,Mon-Fri,117,75
R02886,Vicenza,Padua,09:40,12:26,TGV,Daily,93,61
R02887,Vicenza,Padua,19:40,23:40,IC,"Mon,Wed,Fri",99,72
R02888,Vicenza,Venice,11:50,16:50,TER,Sat-Sun,77,61
R02889,Vicenza,Venice,09:50,11:43,EuroCity,Fri-Sun,55,35
R02890,Vicenza,Verona,12:35,14:24,TGV,Sat-Sun,61,39
R02891,Vicenza,Verona,15:15,18:16,Intercités,"Mon,Wed,Fri",66,47
R02893,Vienna,Augsburg,15:05,16:40,IC,Daily,39,25
R02898,Vienna,Bratislava,21:55,08:38 (+1d),Nightjet,Fri-Sun,337,222
R02899,Vienna,Budapest,11:35,17:42,Railjet,Fri-Sun,208,148
R02900,Vienna,Budapest,09:00,15:45,Intercités,Daily,160,119
R02902,Vienna,Graz,09:35,12:08,Thalys,Sat-Sun,118,82
R02905,Vienna,Linz,05:25,07:26,RE,Mon-Fri,29,23
R02906,Vienna,Linz,20:05,07:55 (+1d),Nightjet,Fri-Sun,442,266
R02909,Vienna,Munich,07:55,14:29,RJX,"Mon,Wed,Fri",208,152
R02911,Vienna,Prague,11:55,21:31,RE,"Mon,Wed,Fri",164,132
R02912,Vienna,Prague,07:45,13:53,Eurostar,Mon-Fri,245,147
R02913,Vienna,Salzburg,15:40,19:54,RegioExpress,"Tue,Thu",51,42
R02916,Vigo,A Coruña,19:35,23:46,TER,Mon-Fri,54,42
R02920,Vigo,Lisbon,18:00,20:09,RJX,Sat-Sun,86,55
R02927,Västerås,Linköping,08:25,10:47,Eurostar,"Mon,Wed,Fri",95,59
R02928,Västerås,Linköping,10:00,12:30,Railjet,"Mon,Wed,Fri",99,61
R02929,Västerås,Norrköping,16:55,18:41,ICE,Fri-Sun,57,39
R02930,Västerås,Norrköping,09:35,12:22,Thalys,"Tue,Thu",103,62
R02932,Västerås,Uppsala,14:25,17:31,IC,"Mon,Wed,Fri",71,48
R02936,Västerås,Örebro,19:00,22:01,InterCity,Daily,84,60
R02939,Warsaw,Gdańsk,15:10,20:46,RegioExpress,Mon-Fri,95,70
R02945,Warsaw,Krakow,11:25,14:07,EuroCity,Sat-Sun,75,52
R02946,Warsaw,Krakow,15:25,19:00,TER,"Mon,Wed,Fri",42,34
R02948,Warsaw,Lublin,09:45,13:43,Intercités,Sat-Sun,86,63
R02949,Warsaw,Lublin,11:35,14:16,ICE,"Mon,Wed,Fri",98,59
R02955,Warsaw,Łódź,08:55,10:02,Italo,Mon-Fri,56,36
R02956,Warsaw,Łódź,17:50,20:10,RE,Fri-Sun,29,24
R02965,Wrocław,Gdańsk,09:00,11:42,InterCity,Mon-Fri,53,35
R02969,Wrocław,Katowice,15:30,18:32,Thalys,Mon-Fri,106,72
R02973,Wrocław,Poznań,09:20,11:04,AVE,Mon-Fri,57,36
R02976,Würzburg,Cologne,10:55,13:25,RJX,Mon-Fri,92,64
R02981,Würzburg,Heidelberg,14:55,19:07,IC,Sat-Sun,88,59
R02983,Würzburg,Mannheim,10:10,12:14,Italo,Sat-Sun,86,51
R02984,Würzburg,Mannheim,08:05,10:10,TGV,Mon-Fri,70,52
R02986,York,Edinburgh,06:00,09:11,EuroCity,Fri-Sun,87,55
R02990,York,Glasgow,17:55,20:05,ICE,Daily,69,41
R02994,York,Newcastle,16:00,18:09,IC,"Tue,Thu",49,32
R02995,York,Newcastle,15:55,18:06,Thalys,"Tue,Thu",85,62
R02998,York,Sheffield,18:50,22:13,Italo,Fri-Sun,82,56
R03001,Zagreb,Budapest,16:30,21:20,Thalys,Fri-Sun,180,108
R03002,Zagreb,Budapest,18:00,21:28,Frecciarossa,"Mon,Wed,Fri",137,95
R03004,Zagreb,Ljubljana,08:50,10:27,ICE,"Tue,Thu",84,53
R03005,Zagreb,Ljubljana,09:15,11:49,Intercités,Daily,76,55
R03007,Zagreb,Maribor,19:15,22:00,TER,Daily,41,34
R03008,Zagreb,Maribor,15:30,17:29,Intercités,Fri-Sun,41,27
R03010,Zagreb,Rijeka,14:15,16:10,Frecciarossa,Fri-Sun,58,42
R03012,Zagreb,Split,20:05,05:51 (+1d),Nightjet,Mon-Fri,319,186
R03013,Zagreb,Split,09:40,11:45,Italo,Fri-Sun,72,50
R03015,Zaragoza,Bilbao,11:30,14:59,AVE,Mon-Fri,115,71
R03018,Zaragoza,Logroño,06:05,07:29,RJX,Fri-Sun,70,43
R03020,Zaragoza,Pamplona,13:55,16:29,ICE,Fri-Sun,112,69
R03021,Zaragoza,Pamplona,11:55,14:45,AVE,Sat-Sun,125,78
R03024,Zaragoza,San Sebastián,18:40,05:06 (+1d),Nightjet,Sat-Sun,440,231
R03025,Zaragoza,San Sebastián,10:45,13:26,RE,Sat-Sun,32,24
R03032,Zurich,Bern,13:20,16:47,RegioExpress,Fri-Sun,48,36
R03036,Zurich,Geneva,19:55,22:48,IC,Fri-Sun,49,36
R03038,Zurich,Milan,11:20,17:14,Italo,"Tue,Thu",215,144
R03040,Zurich,Munich,08:10,12:19,AVE,Daily,169,100
R03041,Zurich,Munich,09:30,16:16,InterCity,Daily,159,107
R03045,Örebro,Linköping,05:25,09:07,InterCity,Daily,63,49
R03047,Örebro,Stockholm,11:00,13:15,Thalys,Sat-Sun,97,61
R03048,Örebro,Stockholm,07:45,10:03,Intercités,Fri-Sun,41,28
R03050,Örebro,Uppsala,07:50,12:14,RE,Fri-Sun,82,60
R03057,České Budějovice,Brno,18:45,03:15 (+1d),Nightjet,"Tue,Thu",240,141
R03058,České Budějovice,Ostrava,15:05,17:19,TGV,Sat-Sun,102,65
R03059,České Budějovice,Ostrava,12:20,15:53,IC,"Tue,Thu",68,44
R03061,České Budějovice,Plzeň,17:05,20:24,EuroCity,Daily,73,47
R03062,České Budějovice,Plzeň,12:50,14:33,RegioExpress,"Tue,Thu",30,23
R03063,České Budějovice,Prague,17:50,20:42,Intercités,Daily,67,49
R03067,Łódź,Lublin,05:55,07:06,RJX,Sat-Sun,41,28
R03068,Łódź,Lublin,14:30,16:38,IC,Mon-Fri,54,34
R03070,Łódź,Sopot,17:10,19:52,AVE,Mon-Fri,108,68
